,Date,Time,Distance away,Unadjusted_Temp,Temperature,Overheated,Average ambient temperature
0,7/10/2020,14:59:52,370.37,31.11,36.76,No,26.73
1,7/10/2020,14:59:52,400.00,33.61,36.76,No,26.75
2,7/10/2020,14:59:52,303.03,31.06,36.71,No,26.75
3,7/10/2020,14:59:52,303.03,nan,No,26.76,
4,7/10/2020,14:59:52,384.62,31.26,36.21,No,26.76
5,7/10/2020,14:59:52,344.83,33.83,36.98,No,26.77
6,7/10/2020,14:59:53,312.50,No,26.78,,
7,7/10/2020,14:59:53,277.78,No,26.79,,
8,7/10/2020,14:59:54,588.24,32.00,36.95,No,26.78
9,7/10/2020,14:59:55,500.00,32.00,36.95,No,26.77
10,7/10/2020,14:59:55,454.55,32.00,36.95,No,26.76
11,7/10/2020,14:59:55,454.55,32.00,36.95,No,26.76
12,7/10/2020,14:59:55,434.78,32.00,36.95,No,26.75
13,7/10/2020,14:59:56,416.67,32.00,36.95,No,26.75
14,7/10/2020,14:59:56,384.62,32.00,36.95,No,26.74
15,7/10/2020,14:59:56,625.00,30.00,36.95,No,26.74
16,7/10/2020,14:59:56,370.37,32.00,36.95,No,26.73
17,7/10/2020,14:59:56,344.83,27.00,36.95,No,26.71
18,7/10/2020,14:59:57,344.83,nan,No,26.68,
19,7/10/2020,14:59:57,434.78,32.00,36.95,No,26.65
20,7/10/2020,14:59:57,294.12,No,26.65,,
21,7/10/2020,14:59:57,416.67,32.00,36.95,No,26.65
22,7/10/2020,14:59:58,400.00,31.00,36.95,No,26.64
23,7/10/2020,14:59:58,344.83,34.42,37.57,No,26.63
24,7/10/2020,14:59:58,333.33,32.89,36.84,No,26.62
25,7/10/2020,14:59:59,322.58,27.00,36.95,No,26.61
26,7/10/2020,14:59:59,256.41,No,26.61,,
27,7/10/2020,15:0:4,476.19,31.04,36.99,No,26.44
28,7/10/2020,15:0:4,434.78,32.00,36.95,No,26.43
29,7/10/2020,15:0:4,454.55,31.00,36.95,No,26.42
30,7/10/2020,15:0:4,434.78,nan,No,26.41,
31,7/10/2020,15:0:5,400.00,31.00,36.95,No,26.39
32,7/10/2020,15:0:5,357.14,32.00,36.95,No,26.38
33,7/10/2020,15:0:5,357.14,nan,No,26.36,
34,7/10/2020,15:0:5,344.83,31.00,36.95,No,26.35
35,7/10/2020,15:0:6,303.03,27.16,36.81,No,26.34
36,7/10/2020,15:0:23,454.55,nan,No,26.12,
37,7/10/2020,15:0:23,400.00,30.17,36.82,No,26.12
38,7/10/2020,15:0:24,384.62,nan,No,26.13,
39,7/10/2020,15:0:24,312.50,28.57,36.52,No,26.13
40,7/10/2020,15:0:24,384.62,No,26.15,,
41,7/10/2020,15:0:25,277.78,No,26.16,,
42,7/10/2020,15:0:40,666.67,29.00,36.95,No,25.73
43,7/10/2020,15:0:41,434.78,nan,No,25.67,
44,7/10/2020,15:0:41,434.78,30.00,36.95,No,25.65
45,7/10/2020,15:0:42,434.78,nan,No,25.62,
46,7/10/2020,15:0:43,303.03,30.00,36.95,No,25.60
47,7/10/2020,15:0:49,476.19,nan,No,25.55,
48,7/10/2020,15:0:49,500.00,30.00,36.95,No,25.54
49,7/10/2020,15:0:49,434.78,30.00,36.95,No,25.54
50,7/10/2020,15:0:49,454.55,31.00,36.95,No,25.53
51,7/10/2020,15:0:50,400.00,nan,No,25.53,
52,7/10/2020,15:0:50,370.37,27.06,36.71,No,25.53
53,7/10/2020,15:0:50,357.14,nan,No,25.54,
54,7/10/2020,15:1:11,500.00,30.00,36.95,No,25.31
55,7/10/2020,15:1:12,476.19,30.00,36.95,No,25.30
56,7/10/2020,15:1:13,370.37,31.00,36.95,No,25.31
57,7/10/2020,15:1:13,384.62,nan,No,25.31,
58,7/10/2020,15:1:14,312.50,26.00,36.95,No,25.32
59,7/10/2020,15:1:14,256.41,31.00,36.95,No,25.34
60,7/10/2020,15:1:14,263.16,No,25.36,,
61,7/10/2020,15:1:15,666.67,29.41,36.36,No,25.37
62,7/10/2020,15:1:15,588.24,29.00,36.95,No,25.37
63,7/10/2020,15:1:15,526.32,29.26,36.21,No,25.38
64,7/10/2020,15:1:16,476.19,30.00,36.95,No,25.39
65,7/10/2020,15:1:16,555.56,30.00,36.95,No,25.39
66,7/10/2020,15:1:16,454.55,30.00,36.95,No,25.40
67,7/10/2020,15:1:17,476.19,30.00,36.95,No,25.40
68,7/10/2020,15:1:17,476.19,31.00,36.95,No,25.40
69,7/10/2020,15:1:17,434.78,30.00,36.95,No,25.40
70,7/10/2020,15:1:17,416.67,31.08,36.73,No,25.41
71,7/10/2020,15:1:18,400.00,33.49,37.44,No,25.41
72,7/10/2020,15:1:18,370.37,32.03,36.98,No,25.41
73,7/10/2020,15:1:18,322.58,29.71,36.66,No,25.42
74,7/10/2020,15:1:18,400.00,31.00,36.95,No,25.42
75,7/10/2020,15:1:19,416.67,31.02,36.97,No,25.45
76,7/10/2020,15:1:19,357.14,30.36,36.31,No,25.45
77,7/10/2020,15:1:19,357.14,32.00,36.95,No,25.47
78,7/10/2020,15:1:19,357.14,nan,No,25.48,
79,7/10/2020,15:1:20,333.33,32.00,36.95,No,25.48
80,7/10/2020,15:1:20,333.33,32.00,36.95,No,25.49
81,7/10/2020,15:1:20,270.27,32.00,36.95,No,25.50
82,7/10/2020,15:1:20,243.90,32.00,36.95,No,25.51
83,7/10/2020,15:1:21,232.56,30.29,36.24,No,25.52
84,7/10/2020,15:1:21,588.24,31.00,36.95,No,25.53
85,7/10/2020,15:1:22,555.56,30.00,36.95,No,25.55
86,7/10/2020,15:1:22,384.62,28.49,36.44,No,25.55
87,7/10/2020,15:1:22,476.19,30.00,36.95,No,25.56
88,7/10/2020,15:1:22,434.78,31.23,36.88,No,25.57
89,7/10/2020,15:1:23,434.78,30.12,36.77,No,25.57
90,7/10/2020,15:1:23,434.78,31.00,36.95,No,25.57
91,7/10/2020,15:1:23,384.62,30.00,36.95,No,25.58
92,7/10/2020,15:1:23,250.00,31.00,36.95,No,25.58
93,7/10/2020,15:1:23,384.62,31.00,36.95,No,25.58
94,7/10/2020,15:1:23,400.00,30.00,36.95,No,25.60
95,7/10/2020,15:1:23,222.22,31.16,36.81,No,25.60
96,7/10/2020,15:1:23,357.14,30.00,36.95,No,25.60
97,7/10/2020,15:1:23,208.33,32.00,36.95,Yes,25.60
98,7/10/2020,15:1:24,333.33,31.04,36.99,No,25.62
99,7/10/2020,15:1:24,303.03,30.16,36.81,No,25.65
